TERYT;county;city;street;building_num;full_name;lat;lng
40303;bydgoski;Stronno;ul. Szkolna;30;8f5125386abda345cca644582b62957a;0;0
40303;bydgoski;Nekla;ul. Teczowa;20b;d11996f383a4faf5f717e2147078e8b1;0;0
40304;bydgoski;Koronowo;ul. Sienkiewicza;2;fb1dc822f1268864c6873a57d0191cbd;0;0
40304;bydgoski;Koronowo;ul. Jana Sobieskiego;16;0d1ca3038db66cbba5909f3b693fe814;0;0
40304;bydgoski;Koronowo;ul. Dworcowa;48;30b11538d31b1415e9655876720b85cf;0;0
40304;bydgoski;Koronowo;ul. Pomianowskiego;16;47e61dd5fed42ed1ed8155a82fd4c544;0;0
40304;bydgoski;Koronowo;ul. Pomianowskiego;1;23379580b8ed4c7ec6996338050c0d87;0;0
40304;bydgoski;Koronowo;ul. Waskotorowa;4;7ba45ebe951a64e7da230011fc1d404e;0;0
40304;bydgoski;Mąkowarsko;ul. Tucholska;8;d6738e66175ebd82478b0181556dae54;0;0
40304;bydgoski;Nowy Jasiniec;;29;87f7784793bc0bc9374ca9d12e7ccc7d;0;0
40304;bydgoski;Wtelno;ul. Szkolna;7;134d3361f5991489e754a2cc438509ba;0;0
40304;bydgoski;Buszkowo;;53;9587b24b0573513afe9ebe9ed48600cb;0;0
40304;bydgoski;Witoldowo;;33;62b87467b74fb62500d2443a097e42a7;0;0
40304;bydgoski;Wierzchucin Królewski;;35;e93d128166f1af93a14f3749de84840b;0;0
40304;bydgoski;Stary Dwór;;21;1c30aa516009fe5b86e09dfbd2c3ab3a;0;0
40304;bydgoski;Salno;;51;0af119c747439b41f339f854c30c524b;0;0
40304;bydgoski;Lucim;;111;b704808f7bb9c64c9bf1932680f2fefc;0;0
40304;bydgoski;Wiskitno;;78;da5475e3f4d504f7a31111525240c3f7;0;0
40304;bydgoski;Tryszczyn;ul. Bydgoska;12;aa0df0afa28d7ec92aa0ea1e9fac44dc;0;0
40304;bydgoski;Sitowiec;;16;5fb49095ed46106c44cc93f2ab638837;0;0
40304;bydgoski;Samociążek;ul. Olimpijska;26;99c1a5ccdfec9fc18ad0a4960977cf8c;0;0
40305;bydgoski;Nowa Wieś Wielka;ul. Ogrodowa;2A;8b7a23ad320edc3c748f09dbfe6ecf64;0;0
40305;bydgoski;Brzoza;ul. Powstancow Wielkopolskich;31A;0366991fc7192ef83e084d540e056179;0;0
40305;bydgoski;Nowa Wieś Wielka;ul. Ogrodowa;1;6262fb6779860a51989aff04239d2390;0;0
40305;bydgoski;Nowe Smolno;;10;22c7d3834877bd76e4dd8a6e503394af;0;0
40305;bydgoski;Prądocin;ul. Bydgoska;14;7dc3a4194a19ad76a22fcfe385111317;0;0
40305;bydgoski;Dąbrowa Wielka;;17;030eb921ba49cdb36cb7c71283d896af;0;0
40305;bydgoski;Tarkowo Dolne;;43;a9e794078a9109920fd6f03dd88e4c2d;0;0
40306;bydgoski;Osielsko;ul. Centralna;7;ccfbfafc7c61ed7861828fabf91bb7fe;0;0
40306;bydgoski;Żołędowo;ul. Leona Wyczolkowskiego;2;b11c128619323d4a27543d7b44c1fcee;0;0
40306;bydgoski;Maksymilianowo;ul. Koscielna;2;997cfb4254dd1729b48eb04d69fc48a6;0;0
40306;bydgoski;Jarużyn;ul. Starowiejska;16;71e18955d65423f724e3fd4e21dcf6a5;0;0
40306;bydgoski;Niemcz;ul. Bydgoska;35;20b4378fc5f4a73ecb93f04f21337106;0;0
40306;bydgoski;Bożenkowo;ul. Harcerska;2;de9f660db1db9ac293a700c45f5ba692;0;0
40306;bydgoski;Wilcze;ul. Slupska;4;92a792dbf42d40a250fbe1048cda7be8;0;0
40306;bydgoski;Osielsko;Szosa Gdanska;57;c327a90c7383de13dcebd4b45379bb74;0;0
40306;bydgoski;Osielsko;Centralna;7;b227e5c58e2aaeffb796cbf0a550b680;0;0
40307;bydgoski;Murucin;;7;3cd380b9b7840841b8eb415247e82597;0;0
40307;bydgoski;Trzemiętowo;;2;ee047c667303262777cde082a1b0fe84;0;0
40307;bydgoski;Wojnowo;;1;3f4bfb13f6f4d6024b941f6059423121;0;0
40307;bydgoski;Mochle;;74;425985f8d68a26f13a6d6b2e21945a70;0;0
40307;bydgoski;Osówiec;ul. DABROWIECKA;1;9feea7a0688e6b3a83ea542be2d8e25a;0;0
40307;bydgoski;Samsieczno;;34A;2a787494834b73c081521203bc5859ea;0;0
40307;bydgoski;Sicienko;ul. BYDGOSKA;6;bc65813004a97971547f025f81ecbb43;0;0
40307;bydgoski;Strzelewo;;30;e2938a3e8c31124854a9a8f2636bf129;0;0
40307;bydgoski;Kruszyn;ul. STRAZACKA;9;bb0b35f6a6aae136ca07d42b59b6796a;0;0
40307;bydgoski;Zielonczyn;ul. SPACEROWA;10;77b7df6b47ad61c38c7a1301a627b932;0;0
40308;bydgoski;Solec Kujawski;ul. 29 Listopada;7;6dab5a2f3eb94f633fd1630a842bc19a;0;0
40308;bydgoski;Solec Kujawski;ul. 23 Stycznia;7;be10f37e898ff5ef898d7415a2221dd0;0;0
40308;bydgoski;Solec Kujawski;ul. Juliusza Slowackiego;4;72bf94d62df5e36d6dbe9b168b1dd3ba;0;0
40308;bydgoski;Solec Kujawski;ul. 23 Stycznia;13;81715281db53c7d7a3ca9594b3c77057;0;0
40308;bydgoski;Solec Kujawski;ul. Tartaczna;25;7863f71065c18fa0d772deb6c774bd4f;0;0
40308;bydgoski;Solec Kujawski;ul. Kujawska;17a;12aa9bc21fea73f56b8409c78db23611;0;0
40308;bydgoski;Chrośna;;11;30a17b686e025b8e68d4cbecf3735eb8;0;0
40308;bydgoski;Przyłubie;;8;e3c15926266b847665fcb0a57783fc6f;0;0
40308;bydgoski;Makowiska;;14;cde0e6edf9f7d3c3f5ef8f19995e04f6;0;0
40401;chełmiński;Chełmno;ul. Szkolna;6;bcafa8559175cfd6b6f5b3b5bb56ac99;0;0
40401;chełmiński;Chełmno;ul. Dominikanska;35;b50cf273ef9d10ffd5a7f063dc6e4df9;0;0
40401;chełmiński;Chełmno;ul. 22 Stycznia;4;a83e71d64310780de5a486bbd62f0066;0;0
40401;chełmiński;Chełmno;ul. Kamionka;3;dd6146df1ddd3e311f045f7d63ee75a6;0;0
40401;chełmiński;Chełmno;ul. Kosciuszki;11;75ea1e5f1cb46b71c9ba150f0e16b3cb;0;0
40401;chełmiński;Chełmno;os. M. C. Sklodowskiej;16;f7dff500f689f92b4984cf67d435d3a9;0;0
40401;chełmiński;Chełmno;ul. Mlynska;7;bdfdf783c1d4034970d72eb5221c0917;0;0
40401;chełmiński;Chełmno;ul. Dworcowa;20/22;404edca2ae1b89bc6f03054e824263ad;0;0
40402;chełmiński;Starogród;;33;b4caf291865949c5414ed0e1fa58f033;0;0
40402;chełmiński;Kolno;;33;ef50db7beac2f22b93f5845762ed1bac;0;0
40402;chełmiński;Podwiesk;;43;656a37cd5930d29d598f2937da80b6e7;0;0
40402;chełmiński;Małe Łunawy;;21;b3ba250e215a7974fccb84899b37f757;0;0
40403;chełmiński;Brzozowo;ul. Miodowa;2;d74fd1ee6a91b2e71065de0548005f4d;0;0
40403;chełmiński;Kijewo Królewskie;ul. Sw. Wawrzynca;6;a29093e74632079af60510617189205d;0;0
40403;chełmiński;Płutowo;;17A;6dc55f18d70eed0aade3b446cac3da33;0;0
40403;chełmiński;Trzebczyk;;2;12101a0b77e34a53ef6b3519271132ea;0;0
40403;chełmiński;Trzebcz Szlachecki;;18;f4c9acd38f37f478cf12675540d4cf7a;0;0
40404;chełmiński;Krusin;;53;b01c0a57bcb1d1bf932e51c8f806a478;0;0
40404;chełmiński;Lisewo;ul. Torunska;16;339a802acb2b9747354c78550edc8ee2;0;0
40404;chełmiński;Lisewo;ul. Torunska;17;854568219e32ba2f247c2c4b82e847d4;0;0
40405;chełmiński;Dubielno;;14;260fcfde4a8efd439f632e794846f8d8;0;0
40405;chełmiński;Nowy Dwór Królewski;;41;f72b1073c0f972c7791ffa4565f4bed1;0;0
40405;chełmiński;Papowo Biskupie;;127A;3f2fe8e03e0fcbf15df07d35c6a1b27a;0;0
40405;chełmiński;Zegartowice;;13;a86e3b6b5c5c76ddb1737145afcec775;0;0
40405;chełmiński;Jeleniec;;61;f905fef250a9ee143531d81d58074463;0;0
40406;chełmiński;Cepno;;38;76bc11fefe7d58f63f41affd44e7002c;0;0
40406;chełmiński;Małe Czyste;;40A;173fedd7d9dadfc7136e7306e6490c0e;0;0
40406;chełmiński;Grubno;;74;519a62cd6f13b9839e34e154ad253b3e;0;0
40406;chełmiński;Stolno;;88;a16e5384f9129423163550cb65d03f6b;0;0
40406;chełmiński;Wabcz;;85;dbdba15e345b91b9bb0581d4b794107b;0;0
40406;chełmiński;Robakowo;;95;7f05fee74c5ca998f53a93ebf755f72e;0;0
40407;chełmiński;Unisław;ul. Spokojna;16;4f50d45f898d7772adb56bf67ca8aa48;0;0
40407;chełmiński;Unisław;ul. Parkowa;22;d1567e14b37cfa0fa77632176e8c05b1;0;0
40407;chełmiński;Kokocko;;32;5c613453a08e8c74055f6756f6b845eb;0;0
40407;chełmiński;Unisław;ul. Lipowa;31;2a5351abdd196a08f19ea78a3a27d9fe;0;0
40501;golubsko-dobrzyński;Golub-Dobrzyń;ul. Zamkowa;19;96d3c3ad03cba6ee14a489cdd5d47295;0;0
40501;golubsko-dobrzyński;Golub-Dobrzyń;ul. Plac Tysiaclecia;25;9a2558b9cb68d8ec4ca99003bf75dffc;0;0
40501;golubsko-dobrzyński;Golub-Dobrzyń;ul. Szkolna;37;efb0dcb77549f58a62002e8d45d65f91;0;0
40501;golubsko-dobrzyński;Golub-Dobrzyń;ul. Sosonowa;2A;30a3b9b518380e5367c79bbf2474c132;0;0
40501;golubsko-dobrzyński;Golub-Dobrzyń;ul. Zeromskiego;11;0911e6aeb514c8a7f19d0931f2c7d259;0;0
40502;golubsko-dobrzyński;Ciechocin;;167;fc0ccc3632afd94bfa52974f8bc7224b;0;0
40502;golubsko-dobrzyński;Elgiszewo;;115;360169cb9d8f493f526572dbdcb42b4e;0;0
40502;golubsko-dobrzyński;Nowa Wieś;;20;f40e3bbd049a8a1e76c3574e3169e094;0;0
40502;golubsko-dobrzyński;Świętosław;;36;0678224cf1b3c0762267eb64d2592a78;0;0
40503;golubsko-dobrzyński;Wrocki;;14;96274370ee6974bd5ff2c5a38ffcbc6b;0;0
40503;golubsko-dobrzyński;Gałczewo;;7;1860f70d1fb57017bbde06015bf8db25;0;0
40503;golubsko-dobrzyński;Ostrowite;;42;3ab106063a194ba6a6f58e8372fa37aa;0;0
40503;golubsko-dobrzyński;Nowogród;;32;8336c22a7d3d3b654338a64598d9de0a;0;0
40504;golubsko-dobrzyński;Kowalewo Pomorskie;ul. Jana Pawla II;2;412e7d4e974327b4e11a8f26ad8fb32c;0;0
40504;golubsko-dobrzyński;Kowalewo Pomorskie;Plac Wolnosci;13;2eeebf5c1634a4ee2a41c8cb6c617b15;0;0
40504;golubsko-dobrzyński;Wielka Łąka;;11;2fc4afc8d2eb79ea85237dd0986878de;0;0
40504;golubsko-dobrzyński;Pluskowęsy;;22;8e475ce183b4c657dc4f7e422ce8f3f5;0;0
40504;golubsko-dobrzyński;Chełmonie;;5;491e4d8bdf9f8aa0b61e7371ea95bcb0;0;0
40504;golubsko-dobrzyński;Mlewiec;;15;958c3a0cb2b3eda1fe2a62d97252f78b;0;0
40504;golubsko-dobrzyński;Wielkie Rychnowo;;53;4450af07d9d4616249f39e36711d89eb;0;0
40504;golubsko-dobrzyński;Sierakowo;;24;2d9410553a1c7c8e75d1be6a7b7b3439;0;0
40505;golubsko-dobrzyński;Radomin;;1;5bcfc0bfdf9997ed31d0d08b773e1d62;0;0
40505;golubsko-dobrzyński;Dulsk;;28a;5f18cfd127a8c4809d44ac6a4591cc67;0;0
40505;golubsko-dobrzyński;Płonne;;69;ff92d091fc4aff2fd890fd52e8fb0069;0;0
40505;golubsko-dobrzyński;Radomin;;21;24d9e8addc1f83723a76bbce1f1fb400;0;0
40506;golubsko-dobrzyński;Działyń;;57;e02cdd8b4415f297671372f55890427e;0;0
40506;golubsko-dobrzyński;Ruże;;5;e6e36dd9d27ac993d307fb4c09923176;0;0
40506;golubsko-dobrzyński;Klonowo;;62;08ad28658eb232c939ff8b1f8babe776;0;0
40506;golubsko-dobrzyński;Zbójno;;178A;f0b6e82d437da7f3f34aeff222f4d245;0;0
40601;grudziądzki;Wielki Wełcz;;17;65253bd8125449b290db4711a991db64;0;0
40601;grudziądzki;Mokre;ul. Zlota;2;0f651fd1889a491fd02e069f0e06184d;0;0
40601;grudziądzki;Nowa Wieś;ul. Grudziadzka;43;aaeb4fc49574bddc181f58f41cae1a0c;0;0
40601;grudziądzki;Piaski;;10;a19347c472d5ee08e9b1f779e9e0d6d3;0;0
40601;grudziądzki;Wałdowo Szlacheckie;;57;58163e242e60f1834af63d3ca4020eec;0;0
40601;grudziądzki;Sztynwag;;46;d6eac080b7e7ebf9793f5e5e54d275e9;0;0
40601;grudziądzki;Sosnówka;;3;6f32ad4b29eea5ccbadecc3f3bc32598;0;0
40601;grudziądzki;Wielkie Lniska;;1A;e408f2893316f2f8c0523d4be284b7de;0;0
40601;grudziądzki;Dusocin;;9;0b9e5ec27f126c7064034a641914a303;0;0
40601;grudziądzki;Węgrowo;;46;a2d8b2ca16a44225d86a771a40f38159;0;0
40601;grudziądzki;Świerkocin;;38B;9db494fa261fdbea2ccf2d774301126e;0;0
40602;grudziądzki;Gruta;;70;3545563e326251dd532d5cc38e953746;0;0
40602;grudziądzki;Mełno;;5;1871e2e72e7e538db9037a4d764900a5;0;0
40602;grudziądzki;Nicwałd;;26;5ad9fbade41ae7e0f7951b849a0a6ef3;0;0
40602;grudziądzki;Boguszewo;;28/29;1e03a2be88850c07813c743825d0f721;0;0
40602;grudziądzki;Okonin;;100;671fa368f48e3d6abfec285bfa3e18bf;0;0
40602;grudziądzki;Dąbrówka Królewska;;1;5ca818f6146204a713f58bedb42b8698;0;0
40603;grudziądzki;Łasin;Al. Mlodosci;1;de2d250673e667d2cd2f10ba927f2f65;0;0
40603;grudziądzki;Łasin;ul. Curie-Sklodowskiej;1;d8b6e27bd19c4fcdd62d5cba1f6b3a9f;0;0
40603;grudziądzki;Łasin;ul. Odrodzenia Polski;2;9c0b54c84d4d133a091dc6a0f6a72965;0;0
40603;grudziądzki;Łasin;ul. Curie-Sklodowskiej;14;bb43ba108d977253e75890c997ac0159;0;0
40603;grudziądzki;Szonowo;;81;ae054b12a336651f840a84c736a0ce9b;0;0
40603;grudziądzki;Wydrzno;;9;4df0c63817be08b951eca9d024ec2c14;0;0
40603;grudziądzki;Jankowice;;18;9d9543c3bbbf70222d6331472bad55be;0;0
40603;grudziądzki;Szczepanki;;22a;8e077f23ffad2eed38d67c77114ed3d0;0;0
40604;grudziądzki;Radzyń Chełmiński;ul. Sady;18;a4036fcfcdc4854df76e19ad1e84c992;0;0
40604;grudziądzki;Zielnowo;;32;5edfa5a4d8c32c42e69d98671cbc7207;0;0
40604;grudziądzki;Szumiłowo;;13;9320fc0aed59128f24c8d1d7ac92e006;0;0
40604;grudziądzki;Rywałd;;46;84435ad3a251cb469032fd9948aafcad;0;0
40605;grudziądzki;Szembruk;;1;caa3de999bf0a23f6609cd4e9ab54db5;0;0
40605;grudziądzki;Rogóźno;;91C;26ab706020a832090382f1d88f21d65f;0;0
40605;grudziądzki;Białochowo;;74;4098375c44e5471c5b84554ec9773c22;0;0
40605;grudziądzki;Rogóźno-Zamek;;38;b66aef48536e28f2e4c7b76c24b81a16;0;0
40606;grudziądzki;Linowo;;37;1bed95e83344daba636bd0c84c520f75;0;0
40606;grudziądzki;Lisnowo;;1;01a6fa0d68c83a0f88b2076778bb84ff;0;0
40606;grudziądzki;Świecie nad Osą;;2;69b045bd0d73abe4592e1824651cbd1c;0;0
40606;grudziądzki;Bursztynowo;;44;93cd320272a1f269484be5a175d5da02;0;0
40606;grudziądzki;Mędrzyce;;10;1276dade66d70f09950ab4ec45939a19;0;0
40701;inowrocławski;Inowrocław;ul. Poprzeczna;29;d00b05cf29dd7e0c684b450ecac00da5;0;0
40701;inowrocławski;Inowrocław;ul. Torunska;46 - 48;0eb05138e42dc40173f752bdc462dd0c;0;0
40701;inowrocławski;Inowrocław;ul. Marii Sklodowskiej-Curie;41;b85c4ad9bd11de8647273ee2c0c74edd;0;0
40701;inowrocławski;Inowrocław;ul. Torunska;60;c32d01b084be89dd61cab462fffeb7ee;0;0
40701;inowrocławski;Inowrocław;ul. Sw. Ducha;90;57d23356bb5dbc5df815f5169973ed19;0;0
40701;inowrocławski;Inowrocław;ul. 3 Maja;11/13;5bd7694c8a182c74f7ce8a2385cd47ea;0;0
40701;inowrocławski;Inowrocław;ul. Kasztelanska;22;fdc94cd14c963e24e17ab8e3df30f99e;0;0
40701;inowrocławski;Inowrocław;ul. Jana Kilinskiego;16;74d1eb5efcfcdb6c6ad39ab37543f9b4;0;0
40701;inowrocławski;Inowrocław;ul. ks. Piotra Wawrzyniaka;33;518115087b35efcc1b135fdc467aaee1;0;0
40701;inowrocławski;Inowrocław;ul. Sw. Ducha;86;80dcb7db8b27086e7551423464931e4f;0;0
40701;inowrocławski;Inowrocław;ul. Boleslawa Krzywoustego;23;6b5866110c2aaaa443977d8b28821747;0;0
40701;inowrocławski;Inowrocław;ul. Wladyslawa Lokietka;3;a817e8f87fbf2e0c7af8476cd367a920;0;0
40701;inowrocławski;Inowrocław;ul. Wladyslawa Lokietka;2;d667f69d7d264dbd3e25e79d78cbfde4;0;0
40701;inowrocławski;Inowrocław;ul. Cegielna;10/12;f384f28eafefd16b64e473b68a6478ef;0;0
40701;inowrocławski;Inowrocław;ul. Jana III Sobieskiego;5/7;11ed4b31d70ae5f7df9fe3ecce71e7ed;0;0
40701;inowrocławski;Inowrocław;ul. Stanislawa Przybyszewskiego;119;b94824f818ad641c479b3f53626a16db;0;0
40701;inowrocławski;Inowrocław;ul. Poznanska;345;658233babded0cefdb8000ec5210660e;0;0
40701;inowrocławski;Inowrocław;ul. Chemiczna;9;0eee78a3a57ffaefc57e2808c9c92a11;0;0
40701;inowrocławski;Inowrocław;ul. Ignacego Daszynskiego;29;dc0cd755f97d1b2dfc3bcebed0f144ca;0;0
40701;inowrocławski;Inowrocław;Aleje Mikolaja Kopernika;7;e67c7a6cb2a7e604bec16c1ba1ec84bb;0;0
40701;inowrocławski;Inowrocław;ul. Solankowa;21;ed139920cdc39cd2ca7698b1e1ab5d41;0;0
40701;inowrocławski;Inowrocław;ul. Zygmunta Wilkonskiego;32;00e5a8b5780f26e3f7ebfb03cd0d5d77;0;0
40701;inowrocławski;Inowrocław;ul. Jozefa Krzyminskiego;4;7c35b86a62a32460bd906bcc76da06e7;0;0
40701;inowrocławski;Inowrocław;ul. Jozefa Krzyminskiego;8;f06c635bccc731db4c5c528e4c2c9e6d;0;0
40701;inowrocławski;Inowrocław;ul. Wojska Polskiego;13a;8dd176cc60c9d656904f0cbf2e14ac9f;0;0
40701;inowrocławski;Inowrocław;ul. Marszalka Jozefa Pilsudskiego;15;6fd326fb4399dbc436a2f466b8eafe40;0;0
40701;inowrocławski;Inowrocław;ul. Janusza Kusocinskiego;24;838555021b03f108113b5bb9b7da78bc;0;0
40701;inowrocławski;Inowrocław;ul. Poznanska;185;902c4777217e330d7310deaaab736dce;0;0
40701;inowrocławski;Inowrocław;ul. Janusza Kusocinskiego;11;62f02e398e68094a5721d27625fa4af5;0;0
40701;inowrocławski;Inowrocław;ul. Szarych Szeregow;1;68de553bffacca0492311d3b2894e3da;0;0
40701;inowrocławski;Inowrocław;ul. Stanislawa Kielbasiewicza;7;8204b8e5c5d319c578059eebf69fc71e;0;0
40701;inowrocławski;Inowrocław;ul. Iwana Alejnika;13;a77a8f1ab1a5fc39e15cf35c0976ce85;0;0
40701;inowrocławski;Inowrocław;ul. Emilii Plater;3;1f40f7ddef078e11c9af73b189bfe4e9;0;0
40702;inowrocławski;Dąbrowa Biskupia;ul. Dluga;48;01d0177569e906fae85bbb4287d9b03b;0;0
40702;inowrocławski;Pieranie;;7;68d9d53ad87476f4c5c0f180bc037f34;0;0
40702;inowrocławski;Mleczkowo;;30;8f422e50ffe7e54c4b7bb1515c6a45f4;0;0
40702;inowrocławski;Ośniszczewko;;1;1f27204e8528110ea92962252014684a;0;0
40702;inowrocławski;Parchanie;;38;25f6cca55d48f177e51e6a3a754a600a;0;0
40703;inowrocławski;Gniewkowo;ul. St. Moniuszki;2;7770b80e20f0f36a5ee2b78cef684d77;0;0
40703;inowrocławski;Gniewkowo;ul. Dworcowa;17;e9690ba9e88c284cd1a21f3a6c2912ef;0;0
40703;inowrocławski;Gniewkowo;ul. Dworcowa;11;90f0a03024cdacbba589f71d3730c9d8;0;0
40703;inowrocławski;Gniewkowo;ul. Torunska;40;bf4b6834b2b6e9959f3dbf0c7fc0537c;0;0
40703;inowrocławski;Gniewkowo;ul. Dworcowa;5;6563a1b1972a4e2aef23f21e2c211ccf;0;0
40703;inowrocławski;Gniewkowo;ul. Powstancow Wielkopolskich;5;2676860f302291b5706a41dba31e7df7;0;0
40703;inowrocławski;Gniewkowo;ul. Powstancow Wielkopolskich;5A;9aefaa0c3f262d4e1de329b59902c820;0;0
40703;inowrocławski;Wierzchosławice;;19;6db8d95b767852b3e78e62b40c666f17;0;0
40703;inowrocławski;Szadłowice;;36;97625836b7a7d4d8b50a99d602d6dd25;0;0
40703;inowrocławski;Gąski;;19;c9482a58e370bff1afecbc4cbe6dfad5;0;0
40703;inowrocławski;Ostrowo;;24a;4f63eb26a053737a0b7e50b0a577d8b6;0;0
40703;inowrocławski;Suchatówka;;24A;f6a5be614c4361bcf4a504e2b5a1b803;0;0
40703;inowrocławski;Kijewo;;40;4a1e877e6ea755f22c6da9bdd37f8673;0;0
40703;inowrocławski;Murzynno;;51;f40bd3c6536c4a05c35bdc61c551c6f4;0;0
40704;inowrocławski;Tupadły;;20 B;0a126c410b4ed2f81b3423ecf9487436;0;0
40704;inowrocławski;Orłowo;;128;b59e9d4b589183e548d5990b5b4bf23c;0;0
40704;inowrocławski;Sławęcinek;;101;9e4bf8003eb223d5430483d6174c326a;0;0
40704;inowrocławski;Góra;;44;0fc1495ae98660ece4de1d0ad90a7471;0;0
40704;inowrocławski;Jacewo;ul. Swierkowa;40;63bd7c3985d3d08f840bcaa026fcf6c1;0;0
40704;inowrocławski;Jaksice;ul. Dworcowa;10;fc0182943f5587493817160ba4a467a3;0;0
40704;inowrocławski;Komaszyce;;13;62083d4f22d4e9e5da5762bc0d193c8b;0;0
40704;inowrocławski;Krusza Podlotowa;;30;793279172eccd8e757545bda5f53537c;0;0
40704;inowrocławski;Łojewo;;21;a0d1ccd465d95b6dceefa54494969517;0;0
40704;inowrocławski;Turzany;;6;65869d9f920f704deadf99e0b7157dc5;0;0
40704;inowrocławski;Miechowice;;34;053f860e045d4d6c0ee757430bbaeba4;0;0
40705;inowrocławski;Janikowo;ul. Szkolna;1;e46660736752457422c9ee1f12dc0af6;0;0
40705;inowrocławski;Janikowo;ul. Przemyslowa;26;45f7d7f64fe7df8fb9155f478dc83936;0;0
40705;inowrocławski;Janikowo;ul. Glowna;6;1581227c643df9ff0f00c72bce76b654;0;0
40705;inowrocławski;Janikowo;ul. Sloneczna;31;1459ca83dccaa2fed19c5b7590453288;0;0
40705;inowrocławski;Janikowo;ul. Dworcowa;1;0ba310dae212100647d1802e0ea6ea2d;0;0
40705;inowrocławski;Janikowo;ul. Biskupa Michala Kozala;3;1bd6b6d50f08750a7703d8708f74d7f3;0;0
40705;inowrocławski;Broniewice;;3;851b707ffe56f856ac6c7da62dc230c0;0;0
40705;inowrocławski;Kołodziejewo;ul. Szkolna;10;4461a38409185aaf3a8bc19692adbbf1;0;0
40705;inowrocławski;Ludzisko;;10;33a40c2bdfc9c5b46da70176f117c71b;0;0
40706;inowrocławski;Kruszwica;ul. Kasprowicza;7;f0f915eef45e2323da1fe99bd4a3367b;0;0
40706;inowrocławski;Kruszwica;ul. Rynek;22;6ef3a5cf6d8fd76bbe68ed3cf5f7311a;0;0
40706;inowrocławski;Kruszwica;ul. Kolegiacka;13;1f288828948d8c880af58f0995d4359a;0;0
40706;inowrocławski;Kruszwica;ul. Kujawska;22;02442bd7e1cce6d22132ac863458c32f;0;0
40706;inowrocławski;Kruszwica;ul. Nadgoplanska;4;1d0fcfe3e817c0921ad55465ae7c09a3;0;0
40706;inowrocławski;Racice;;16;9837b1b6318bc792b97a37fd2b45e21a;0;0
40706;inowrocławski;Chełmce;;51;d9effd0e12a22b5801ab4d214ce5b1cd;0;0
40706;inowrocławski;Witowice;;26 B;3e310a69d854bfe4fe6daecbb5d48c8e;0;0
40706;inowrocławski;Janocin;;19;0aa72bf93aee76d857b2505eed3964cd;0;0
40706;inowrocławski;Polanowice;;27;bb7d373ac171c54f29f6efc293cafb75;0;0
40706;inowrocławski;Bachorce;;42;93287a8451f6ed4db4df9256917881bc;0;0
40706;inowrocławski;Sukowy;;93 a;74ed6820ded86802d451e9d67b8fedc5;0;0
40706;inowrocławski;Szarlej;;3 A;0e6c7d56782bae4faa45695356e261a2;0;0
40706;inowrocławski;Ostrowo;;21 A;4253587a29c2cca449f2e85e77576b95;0;0
40706;inowrocławski;Wola Wapowska;;6 A;6ed532ab201047e71f2775824fe2080f;0;0
40706;inowrocławski;Sławsk Wielki;;77;39e15106b42bf1359526dc7fd8bb4c35;0;0
40706;inowrocławski;Kobylniki;;26 C;0cc504b1e8bab3c0e38d9f0ecce233ac;0;0
40706;inowrocławski;Rzepowo;;18;9d4b46733436d3eef51ae66d6d989abf;0;0
40706;inowrocławski;Kruszwica;ul. Kujawska;20;bf1f04c8e24aaaf666310213489473fa;0;0
40706;inowrocławski;Gocanowo;;7;e9c207aec65dda30dc9f652b02251293;0;0
40707;inowrocławski;Pakość;ul. Mogilenska;21A;6df526f141f920c8c0fddadd9a39b9c2;0;0
40707;inowrocławski;Pakość;ul. Sw. Jana;12;b9a05ada645207f8ff2ed00b892d0d0f;0;0
40707;inowrocławski;Pakość;ul. Inowroclawska;14;188a2b1493e518467a3c641b451da3ad;0;0
40707;inowrocławski;Pakość;ul. Szkolna;44;e15a32d387ec9cc07257f56bf926ae71;0;0
40707;inowrocławski;Pakość;ul. Blonie;2;0ea37d2b0450fbe23e70e96163a4d470;0;0
40707;inowrocławski;Pakość;Barcinska;11;af690b31616d3cf6dd4c3c1f6030917a;0;0
40707;inowrocławski;Kościelec;;;da4dae62100f45612aa33e99cbb278c6;0;0
40707;inowrocławski;Rycerzewo;;;cdb9c89ef641f1c4f596218e7016dbd6;0;0
40707;inowrocławski;Wielowieś;;;e5416f733e8e541caf9974396d9554fc;0;0
40707;inowrocławski;Radłowo;;;04784345f993dd1fc5247677f39a8a85;0;0
40708;inowrocławski;Rojewo;;111;8ad2bfc54835f1eb2fc514623d6f2b04;0;0
40708;inowrocławski;Rojewice;;19;208664871b39224bd9ba3ee2aef9b358;0;0
40708;inowrocławski;Liszkowo;;82A;f42de7a4bed77236bdc58367c3762244;0;0
40708;inowrocławski;Płonkowo;;29;f077c30902b66b6bc2d8a3c7d67334f0;0;0
40708;inowrocławski;Ściborze;;7A;ffe200922bb76e2a50aa276766354a10;0;0
40709;inowrocławski;Złotniki Kujawskie;ul. Powstancow Wielkopolskich;3;91c2814b4af7b02b2f2580252254701b;0;0
40709;inowrocławski;Tuczno;ul. Pakoska;33;8cfd474d737d6738329c46c3a3af0c72;0;0
40709;inowrocławski;Gniewkówiec;;25 A;ba718cf38fe17ec9a23cc4e49a043938;0;0
40709;inowrocławski;Rucewo;;37;8c3e42b5f26be2f20f728b534c15ea01;0;0
